summary,instance
"LEHD Origin-Destination Employment Estimates empower local economic development initiatives to develop policies and effectiveness metrics. Submitted by: Chief, Policy and Data Stewardship Branch
Policy Coordination Office
U.S. Census Bureau
.","• LEHD Origin-Destination Employment Estimates (LODES), which provides block-level employment data by where workers live and work, is utilized by many local 'smart growth' economic development initiatives, to develop policies and to measure the effectiveness of business zone improvement programs."
"LEHD Origin-Destination Employment Estimates empower regional planning associations to better target improvement efforts. Submitted by: Chief, Policy and Data Stewardship Branch
Policy Coordination Office
U.S. Census Bureau
.","• LODES is also used by regional planning associations in the development of their transportation planning models, to better target transportation improvement efforts to provide better transit access for critical sectors of the workforce"
"Quarterly Workforce Indicators allow economic development and workforce planning agencies to better identify promising sectors. Submitted by: Chief, Policy and Data Stewardship Branch
Policy Coordination Office
U.S. Census Bureau
.","• Quarterly Workforce Indicators (QWI), which provide detailed hiring data by worker demographics, are used by economic development and workforce planning agencies to identify specific sectors of the local economy where demand for workers appears strong or growing."
"Job-to-Job Flows data are used by economic development planners to estimate how new employers will hire their workforce. Submitted by: Chief, Policy and Data Stewardship Branch
Policy Coordination Office
U.S. Census Bureau
.","• Job-to-Job Flows (J2J) data, which show worker flows across labor markets, are used by economic development planners to estimate the extent to which new employers will rely on the local workforce for hiring and identify other markets that are a potential pool of labor.  "
"When companies want to exchange HIPAA-related data, they need a Business Associate Agreement. Submitted by: HHS.","HIPAA
We relied on this guidance as the foundation of Blue Button 2.0:
https://www.hhs.gov/hipaa/for-professionals/privacy/guidance/access/index.html
 
Without being a policy wonk on HIPAA, the key takeaway is to understand when two companies exchange PHI they need to have a Business Associate Agreement and be “HIPAA compliant”.  When a “Covered Entity” like CMS or a Provider gives PHI to a beneficiary or patient, no BAA is required.
"
"When requesting electronic copies related to HIPAA, legal and privacy experts can be consulted. Submitted by: HHS.","OAuth flow
You can look back at this same guidance to better understand the OAuth flow:
https://www.hhs.gov/hipaa/for-professionals/privacy/guidance/access/index.html
 
You will see sections like “Request for Electronic Copies”.  We worked closely with General Council and our Privacy team to understand the specifics of this stuff."
"If the government thinks of data exchanges as typologies, such as aggregation or agency to agency exchange, common legal and technical solutions can be developed around those repeating patterns. Submitted by: GSA.","In the use cases described below with CMS on Blue Button 2.0 and with SSA for verification of consumer information with a financial institution, it's not a matter of data sharing between agencies, but brokering data sharing between the user and a third party in the private sector. 
I can try to share this better through the official process for the Data Strategy, but this got me thinking it'd be good to identify some common patterns for data sharing and exchange and then work to develop and highlight the best practices and standards both from different perspectives including: legal/administrative/agreements, privacy/security, data interoperability, etc. A few of the key data flow patterns I'm thinking of are:
- aggregation - typically a hierarchical aggregation flow, such as from local->state->federal often with many statistical agencies or for reporting on the use of federal funds, or from federal agencies to OMB including things like POD metadata or the Data Act. These are the main flows we're starting with on the Data Federation project
- agency to agency exchange - this is where agencies are creating agreements to share data directly with one another, benefits eligibility is a common scenario where this plays out. 
- user consent based data exchange - this is where the user actually provides consent explicitly for data exchange by granting one agency/entity access to their data from another agency/entity as with the examples below. 
I'm just spitballing here, but I've been starting to coalesce my thinking around these types of common patterns more and more and I feel like they're likely to have common legal and technical solutions when viewed that way. "
"If the government developed a common design language for data visualization, it could enhance government data products and services at scale. Submitted by: U.S. Department of Education.","• Establish a design language for data visualization, U.S. Web Design Standards-style. In the same way that the U.S. Web Design Standards empowers teams across the federal government to “build fast, accessible, and mobile-friendly government websites backed by user research,” a well-resourced data visualization language could bootstrap and en-hance government data products and services at scale.
o Leading private-sector companies have invested in design systems to drive data innovation, including IBM, which partnered with a renowned information design consultancy to “create a new set of guidelines to help IBMers from all over the world design innovative and effective data-driven products . . . The guidelines in-clude directions, original designs, animation samples, and interactive examples.”
o The federal government could conduct a similar exercise, tapping internal and external expertise to develop lower- and higher-order guidance on chart models, data storytelling, and interface design for data-driven products and services. Guiding principles could be translated into repurposable components, from the simple (e.g., Excel chart templates) to the relatively complex (e.g., code snippets for building interactive dashboards), and organized in a common repository as a universal resource.
"
"If the government deployed text categorization, it could report representative results to the public without violating sensitivities or overloading the public with too much granular data. Submitted by: High Point LLC.","LEVERAGING DATA AS A STRATEGIC ASSET
Automated text categorization is a powerful tool that allows agencies to efficiently summarize useful information buried in mountains of text. Wherever comments are recorded (public or internal), text categorization methods can be used to better understand what people are saying, and to identify trends, providing opportunities for a more focused response. 
READING PUBLIC OPINION
Text categorization, specifically sentiment tagging, can improve agency awareness of public concerns. For example, sentiment tagging feedback from the public could quickly identify comments for & against an initiative by locating very positive and negative sentiment. With similar comments automatically grouped together, identifying common patterns would become a much simpler task for administrators.
Sentiment analysis also readily forms a framework for assessing changes in public opinion – with sentiment measures in place, an alert system for sudden swings in comment sentiment would become trivial to implement. Contrast this with manual comment audits (which are labor-intensive and would not cover all comments), and the value of an automated approach quickly becomes clear: effectiveness of current programs/solutions can now be measured using feedback directly from the public.
COMMUNICATING WITH THE PUBLIC
Categorized text allow agencies to report representative results to the public without releasing an entire free-text dataset. In the right situation, summarization (1) protects sensitive data from comments while simultaneously (2) organizing findings into a simple, reader-friendly overview for the public, which (3) prevents “information overload” and public confusion.
Pairing text summarization with a limited set of real examples makes policing sensitive data exposure much less onerous while also providing public transparency into the data being considered. Providing easy-to-understand, relevant information provides the public a “big picture” view of the current discussions and the steps being taken in response. As an agency, this openness reinforces the message, “We hear you.”"
"When data from multiple sources is combined and monitored, more timely and cohesive reactions can be triggered. Submitted by: Qlik.","Public Health
Agencies can gain better insight into existing and emerging public health crises with the right data. Take the opioid crisis, for example. Imagine if federal, state and local agencies had a mechanism for easily sharing and analyzing their combined data. The collective data would yield huge insights the could provide local first responders with the ability to save more lives.
The City of Surry, in British Columbia, is using data to identify and respond to Opioid outbreaks. When a series of events occurs indicating an outbreak (more than 4 emergency calls for heart failure within a 1 hour time period within a half-mile radius), an alert goes out to the chiefs of police, fire, ambulance and social workers. All four organizations then team up to respond to the crisis:
https://blog.qlik.com/city-of-surrey-addresses-opioid-crisis-with-help-of-qlik.
Here’s another example leveraging Centers for Disease Control & Prevention data, highlighting how data can inform where the problems are most pervasive: https://demos.qlik.com/qliksense/OpioidCrisisAnalysis."
"If the Federal Procurement Data System is modernized, citizens, industry, and agencies will derive more valuable insights from it. Submitted by: Qlik.","Federal Spending
Insight into the Federal Procurement Data System can be modernized to enable citizens, industry, and agencies to readily gain insight into overall spend, agency breakdowns, vendor business, procurement trends, etc. The following example sources data from 2011-present from usaspending.gov and enriches it using geospatial mapping capabilities:
https://fed.goqlik.com/anon/sense/app/09219f6f-6be0-468c-af3b-0dfe1d43dc96"
"When Brazil empowered procurement officials with historical spend data, it was able to uncover corruption. Submitted by: Qlik.","Waste, Fraud and Abuse
Cutting down on waste, fraud and abuse is a constant area of focus for government. Brazil has a long history of fighting corruption, and over the past two years has made a significant effort to cut down on corruption by shining a spotlight on their spending data. By arming procurement officials (called “price estimators”) with historical spend data, the Brazilian Ministry of Planning is uncovering corruption at its source (read the story: https://www.govloop.com/community/blog/fighting-fraud-analytics-lesson-brazil/). They’re then passing that information along to the police for further investigation."
"When Team Rubicon, the FDA, and the EPA share data with the public, it supports their missions and builds public trust. Submitted by: Qlik.","Citizen Transparency
Sharing data with the public is often critical to an agencies mission and helps build public trust. Here are a few examples where agencies are providing interactive analytics to the public:
• Financial Transparency. Team Rubicon, a non-profit disaster relief organization that helps FEMA, makes all donor information available to the public, promoting trust and encouraging future donations: https://teamrubiconusa.org/open/
• Mission Transparency:
o The Food & Drug Administration recently made all adverse events to medical devices and pharmaceutics available to the public: https://fis.fda.gov/sense/app/777e9f4d-0cf8-448e-8068-f564c31baa25/sheet/wmUCJ/state/analysis
o The Environmental Protection Agency shares data around toxic waste so citizens are better informed about pollutants in the air, water and ground:
https://edap.epa.gov/public/extensions/TRINationalAnalysis_dashboard/TRINationalAnalysis_dashboard.html"
"If problems are identified first, rather than what data is available, agencies will be more successful in navigating legal barriers to solve meaningful problems. Submitted by: Qlik.","Cross-Agency, Governmental Approach
Solving problems using data requires a cross-agency and intergovernmental approach. We believe the federal data strategy should
have a strong focus on addressing critical problems faced by the federal government, using data.
To address these problems, we want to stress the importance of cross-agency policies and data sharing within the federal government as well as the need to share data across governmental bodies, i.e. feds sharing with states and local governments.
Despite the legal impediments to sharing certain data, the goal should be open access by default, with plans to address the protection of confidential and personally identifiable information, while encouraging an analytics mindset. We encourage identification of issues/problems which the government aims to solve, a review of the data available associated with those problems, and the development of plans to use data to better understand and address – in that order. Too often we look first at what data is available and then try to identify what problems can be addressed. This approach leaves a lot on the table as far as how data can help agencies solve problems."
"If a office for data management were created, it could serve as a single front door for federal data and improve data access for all. Submitted by: Third Sector Capital Partners, Inc.","Availability and usefulness
We have found that there are inconsistent guidelines for privacy protecting data aggregation. When we report aggregate or summary statistics it is helpful if there is a common standard for when aggregate data is no longer considered private. There is no general community consensus and no consistent federal guidelines on privacy protecting data aggregation. This lack of guidance creates reticence in otherwise eager local and state privacy, risk, contracts, and general counsel offices. Partners in local- and state-level data projects (like academic institutions, advisory firms, and external experts) often hold the liability for accidental exposure and are risk intolerant. Akin to how Treasury provides capital retention requirements that allow the banking system to understand what level of risk is generally acceptable, guidelines for privacy management would spur innovation. 
Another barrier to using data is the variation in format of data use agreements, even between different federal agencies. The differences in requirements and processes between agencies inhibits replicating successes made with one agency. Even when the requirements are substantially the same, agency-specific process and forms force users to start near the bottom of the learning curve each time they would like to access a new data set. This presents an unnecessary barrier to data access. Even a single standard request approach with agency-specific appendices would make it much easier to navigate from the outside. 
Given the above constraints, availability is primarily dependent on knowing who to contact within the agency, the relationship with that person, and their available time to guide you through the process. Making the front door more accessible is an important starting point in unlocking the potential for federal data to improve government performance and life outcomes for constituents. As it stands today, each agency (and sometimes each dataset) has its own front door, making it difficult for new entrants to know who to talk to, how to find out about access procedures, and where to get additional information about the data. Much like the Office of Personnel Management professionalized and standardized civil service, a similar office for data management could make federal data a national strategic asset as opposed to an asset available only to those who have existing relationships and agreements with the sponsoring agencies.
"
"When the Commonwealth of Massachusetts and partners launched a Pay for Success initiative, data helped agencies create more sustained change in the lives of those they serve. Submitted by: Third Sector Capital Partners, Inc.","Massachusetts Juvenile Justice PFS Project 
https://www.thirdsectorcap.org/portfolio/massachusetts-juvenile-justice-pfs-initiative/
In 2014 the Commonwealth of Massachusetts, Roca, Inc., and Third Sector Capital Partners, Inc launched a Pay for Success initiative with up to $28 million in success payments. Over seven years, about 1000 young men in the probation or parole system, exiting the juvenile justice system, or leaving custody of the House of Correction will receive targeted life skills, education, and employment programming. The U.S. Department of Labor (DoL) awarded the first-of-its-kind PFS grant of $11.7 million for the Commonwealth to extend the project, should it prove successful, to an additional 391 young men, thereby serving over 1,300 young men over nine years. DoL uses the state’s Unemployment Insurance (UI) database to validate the number of quarters of employment rather than using the IRS data (https://www.irs.gov/statistics/soi-tax-stats-individual-tax-statistics). The recidivism metric is based on Massachusetts Department of Criminal Justice Information Services (DCJIS) Criminal Offender Record Information (CORI) data. This use case shows how data can support DoL and Department of Justice (DoJ) goals through planned access, sharing, and analysis to support resource allocation decisions and accountability for service providers creating sustained change in the lives of those they serve.
"
"If the government provides assistance in navigating data access barriers, WIOA Pay for Performance contractors could be more impactful in affecting positive change in key outcome metrics like justice involvement. Submitted by: Third Sector Capital Partners, Inc.","Opportunity Youth Workforce Development Programs 
https://www.thirdsectorcap.org/sifcohort2/ 
On June 30, 2016, the Department of Labor (DoL) released the Final Rule on the Workforce Innovation and Opportunity Act (WIOA). The innovations provided through the WIOA Pay for Performance (P4P) provisions, allow local workforce boards to focus on longer term strategies for improving the lives of young people who are not connected to school or work. We worked in five communities to expand beyond the Primary Indicators of Performance (https://www.doleta.gov/performance/guidance/tools_commonmeasures.cfm) and build pathways to longer term metrics and non-workforce outcome metrics (https://www.thirdsectorcap.org/social-innovation-fund/early-wins-and-challenges-in-implementing-wioa-pay-for-performance-to-improve-outcomes-for-opportunity-youth/). 
One community has already announced a P4P contract following our work. SkillSource, a Northern Virginia nonprofit, (https://www.thirdsectorcap.org/n-va-skillsource/) wanted to move to long-term employment and non-employment outcomes. Data access barriers led them to focus on primary indicators in this first P4P contract while navigating the access issues complicated by multijurisdictional sources because of proximity to Virginia, Maryland, and DC. Federal data for outcome metrics would streamline and simplify follow-on efforts to improve future iterations. SkillSource would like to explore measuring wage growth beyond 12-months of employment, reduced justice involvement, and public benefit utilization among other possible outcome metrics."
"When researchers analyzed data related to economic security of veterans with service-connected disabilities, they found that public, non-sensitive data can inform better decision making despite obstacles. Submitted by: Third Sector Capital Partners, Inc.","Project (re)Launch 
http://www.payforsuccess.org/project/san-diego-project-relaunch
The goal of (re)Launch is to improve employment prospects and economic security for veterans with service-connected disabilities (SCDs) by providing intensive case management and wraparound supports to participating veterans. Our analysis partner, American Institutes for Research (AIR), examined several data sources to determine whether the datasets are representative of the target population of veterans who are eligible for Vocational Rehabilitation & Education program (VR&E) funded training, including the American Community Survey (https://www.census.gov/programs-surveys/acs/), National Longitudinal Study of Youth 1997 (https://www.bls.gov/nls/nlsy97.htm), and the Behavioral Risk Factor Surveillance System (https://www.cdc.gov/brfss/index.html). Because the Veteran Affairs (VA) data was not directly available, we created a synthetic comparison pool of individuals by mimicking the VA’s VR&E eligibility criteria for veterans with SCDs across these databases. We looked at potential outcomes from these data sources that covered employment and earning, poverty status, highest level of education, frequency of poor mental/physical health days, and frequency of alcohol/marijuana consumption. While this project didn’t move forward, the public data was able to fill the gap created by not having access to the primary VA data. Ultimately, the operational coordination issues stopped the project at the feasibility stage, it was a great use case on how public, non-sensitive data can still inform better decision-making.
"
"When Veritas helped organizations implement data governance, they realized many positive outcomes, such as better understanding of data risk and value. Submitted by: Veritas.","Use Case 2: In healthcare, a data governance strategy is absolutely critical and must extend beyond the data contained in an electronic medical record (EMR), as over 80% of the world’s healthcare data is unstructured. This includes all electronic communication and all of the organization’s files, whether they are stored on premise or in the cloud. Veritas’ Integrated Classification Engine supports numerous public sector and private sector healthcare organizations by scanning and tagging this data to provide the visibility, security, and protection of both structured and unstructured patient data, giving clinicians a better view of a patient’s health over time.
In addition to protecting health information and ensuring availability, providers must know what information they have and how to use that data effectively and securely. Veritas’ approach to data governance in these organizations has led to many positive outcomes, including:
- A complete understanding of data risks, assets, and vulnerabilities;
- Compliance with HIPAA and other relevant regulations; 
- Enhanced value of content to ease end-user access, discovery, search, and supervision; and - New sources of business intelligence and analytics insights.
The visibility and control of data are prerequisites for healthcare organizations to comply with HIPAA.
Establishing a repeatable HIPAA compliance framework improves patient outcomes while increasing reimbursement for these institutions. Veritas helps reduce costs by offering valuable metadata that enables these organization to take appropriate action on how best to store and recover patient data.
Information Map gives backup and storage administrators visibility into what they are actually backing up. This helps identify all of the health information that needs to be protected, as well as data that should not be protected on the organization’s infrastructure. Data Insight is used to provide intelligence about all of the unstructured data within a healthcare organization, helping identify information in unsecure locations, such as user workstations or shares, and ensuring data is always protected.
The ultimate goal for a healthcare provider is to reach a steady state where content is efficiently stored for as long as it is needed, classified and categorized in near real-time, and ultimately disposed of when possible to reduce risk and storage costs. While data governance is required to meet healthcare regulations and to ensure litigation readiness, proper governance also leads to cost savings, a more effective workforce, and greater efficiencies throughout these organization."
"When PCORnet pooled electronic health records, it enabled clinical data research and aided in development of a common data model for integrating records. Submitted by: Northwestern University .","PCORnet [2, 9] is an interesting use case on the challenges and potential solutions of leveraging massive data assets from many, disparate stakeholders to improve the outcomes for all. This initiative pools electronic health records from all over the country for clinical data research. They have a well-defined set of governance policies, which are used to guide the sharing of patient data.
They obtained buy-in from the medical community for this sharing by assembling a panel of expert stakeholders from health care institutions throughout the US who collaborate to find the best policies for sharing their sensitive data for research and analytics. PCORnet also has a common data model and data quality checks for the records they integrate. This will be crucial for situations where you bring together data from many disparate sources, such as that of state governments or cooperating agencies."
"If the Federal Data Strategy focuses its education- and health-related work on education and workforce outcomes, states would be better able to collaborate on the data- and policy-related aspects of this work. Submitted by: State Chief Data Officers Network & State of Connecticut
.","State CDOs also see an opportunity to collaborate on the federal use cases. “Economic Development”, “Public Safety”, “National Security”, “Health”, and “Education” are all valuable use cases and states have an interest in and are involved in all of these areas. The State CDOs recommend refining the use cases in education and health to focus on the following:
1. Education and Workforce Outcomes: Most states operate or are in the process of establishing longitudinal data systems that seek to inform policy makers on the workforce outcomes of publicly funded education programs, including higher education. These systems help states understand how public education aligns with the needs of employers in their states as well as to evaluate the effectiveness of publicly funded education."
"When states formulate strategies to monitor and reduce opioid-related harm, the federal government can support and learn from these efforts. Submitted by: State Chief Data Officers Network & State of Connecticut
.","Combating the Opioid and Addiction Crises: Virtually every state is in the process of formulating strategy to monitor and reduce overdose related deaths and improve addiction treatment and intervention strategies. There are numerous sources of data that exist at local, state, and federal levels to support research and evidence based policies in this area."
"If governments link data from other domains (housing, Medicaid, employment…) to efforts aimed at reducing recidivism, those efforts will be more effective. Submitted by: State Chief Data Officers Network & State of Connecticut
.","Recidivism: Most levels of government have made reducing recidivism a priority. In order to not only understand the causes of recidivism, but to identify the effective strategies to reduce it, data from a variety of programs not typically associated with the justice system are required. Integrating data related to housing, substance abuse, Medicaid, employment, education, transportation, and many others can aid in this area."
"If the federal government leverages administrative data, it will be able to scale and replicate state governments' success at identifying fraud, waste, and abuse. Submitted by: State Chief Data Officers Network & State of Connecticut
.","Fraud, Waste, and Abuse: There’s a significant opportunity to leverage administrative data to identify instances of fraud, waste, and abuse. Efforts are currently underway in several states to ensure federal and state funds are used appropriately and we believe these initiatives can be scaled in collaboration with the federal government."
"When agencies used modern technologies, like mobile and cloud products, they were able to unlock more timely and valuable data for decision-making.  Submitted by: NTIS, Department of Commerce.","• Working on over ten projects-
o Health and safety (FDA)--used a mobile platform for real-time data aggregation to find and track the flu and place maps, actually predicting where it would go.
o Fraud detection (HHS, OIG)--improved access to data for decision making; using open source and cloud, predictive analytics; facilitated value based reimbursement 
o Recruiting and Hiring—Improved transparency in hiring; creating single authoritative source on the Federal employee"
"When CMS created an analytic tool environment and related vetting program, it improved the ability of data owners to get data into the hands of researchers in a timely fashion. Submitted by: Centers for Medicare and Medicaid Services .","o Tool Approach - Virtual Research Data Center, it used to take a long time to figure out where the data was, how to put the data together, and finally deliver the data. This would take so much time that the data was outdated by the time it reached the researcher.  Five years ago CMS created an analytic tool environment.  Users are vetted under the same rules as previously and allowed into the data environment.  Users can upload their own data and integrate it with CMS data.  Researchers can use tools in the virtual center to do analysis (e.g. access SAS licenses) and download results of analysis without acquiring the raw data
o Qualified Entity Program - CMS gives access to data from the Medicare fee for service.  Participants have to bring comparable data (from Part C Plans), which they combine.  Users can conduct research and can sell access to other researchers through the program. These new customers are vetted like the researchers
o Innovators Research Request Program – innovators are allowed to support tools and products they can sell.  Two levels of review by data governance board: 1) vetting the researcher and data process; and 2) vet to ensure that the development is being used to benefit Medicare"
"When DHS launched Management Cube, it empowered analytics through a self-service capability and allowed for integrated views of investments and other important areas. Submitted by: Department of Homeland Security.","• Launched DHS Management Cube in 2012 – the main functions of DHS were stood up very quickly and created many silos sowing immediate challenges for data sharing across the different components  
• Time intensive and manual data calls were the drivers of information - needed to improve the process 
• Integration is easy to talk about but hard to do particularly when needing to integrate data and business - business process integration is a key driver 
• A common platform was created in order to “unleash the analysts” which included data sets enabled for data analytics with a reporting capability that allowed for self-service – the issue arose that the users did not have the capacity outside of their day–to-day work to learn the new platform
• It is difficult for an organization the size of DHS to be trained in a new data analytics system
• Enterprise architecture and data architecture needs to be managed together in order to drive the changes in business process that support good data management
• Cube fits into several domains and since it was designed with the end user in mind it is easier to support mission functions
• Integration teams help to drive change, there are currently four main initiatives that the integration teams focus on - unified views of investments, Human capital to budget execution, occupancy rate, and management health metrics
• If anyone has any additional questions about the DHS Cube they should reach out
"
"When DHS used Hadoop to prove out the idea that analytics could support strategic decisions, it demonstrated that a modern computer lab could help other projects in a similar way. Submitted by: Department of Homeland Security, Office of Science and Technology.","• Used ICE dataset which included multiple data sets across disparate systems in order to test in the lab to prove that analytics were going to work to make strategic decisions around this data 
• Used Hadoop—intended as a proof of concept.
• This resulted in the establishment of a modern computer lab in order to solve these types of problems focused on the end user
• The lab brings together people and machines and drives experimentation through testing and reforming
• There are lots of experiments and designs, as well as, data projects to see what can be done around cleaning up and enabling better data analytics
• Need to transition technology into operations
• Lab uses rapid prototyping
• Conducts technical evaluations based on what is out there, narrowing down the market survey to find the things that are needed; tech is owned by the business
• A lot of partners in the private sector and academia
"
"When OIRA made a prototype Wiki for linking a variety of data sets, it allowed users to help enable better search capabilities through tags and tag connections. Submitted by: Bureau of Labor Statistics, Department of Labor .","• OIRA made an experimental Wiki which linked a couple of the enterprise data sets, information collection requests (ICRs), and could be added to enterprise data
o This had never done before – it allowed users to tag datasets, connect the tags, and enabled search capabilities for outside agencies
• Census changed aspects of its data collection, as technologies evolved, which can be hard to track over time 
• Changes were done but the process could be improved - many universities and industry are already doing this work which is not glamorous because many do not want to take the risk of developing something imperfect
• The Patent Category system changed over time - there are integration systems that need to be mapped and cross walks created in order to fix issues such as eight different definitions of “Boston”
• Better to have more than one person working on it - Data Scientists could help
• Wiki Data-  if updates are regulated could be translated to many languages and areas automatically 
o CDC and Smithsonian both contribute to the site, but on a volunteer basis 
• It is important to keep in touch and work with outside organizations
"
"When NOAA provides data to the private sector, it helps enable a wide variety of valuable predictive analytical products. Submitted by: SAS Institute Inc..","One example of commercialization comes from National Oceanic and Atmospheric Administration (NOAA). NOAA is in a unique position to be an industry market maker, given the abundance of data it currently collects, as well as new technology that allows for the rapid generation and processing of data into useful information. Advancements in predictive analytics, for example, are allowing cities and local governments to create personalized or micro-weather forecasts to better predict weather-related business impacts. These approaches combine data from a variety of sources, including the Census, to simulate or model the impact of weather on a variety of different economic entities (e.g., air travel, tourism, public transportation). Such knowledge is being used by city planners to create better budgets, anticipate resource needs, and react to emergencies more efficiently. One can envision future use of such data in many other sectors. Consider medicine: NOAA data may one day be used to anticipate outbreaks of asthma and other respiratory disorders, including the flu, and better plan for them (e.g., alert local pharmacies and health care clinics, redirect pharmaceutical shipments). The applications are vast and growing as the types of available data continue to grow and access to those data improves. "
"If the US Department of Transportation implement strong data governance as autonomous vehicles explode the available transportation data, it will be able to inform a wide variety of operations and financial analyses. Submitted by: SAS Institute Inc..","Transportation. The US Department of Transportation (USDOT) collects and manages over 90 data sets. The anticipated explosion of data generated from autonomous vehicles, sensors, etc. will need to be combined and cross-pollinated with the USDOT’s historical data sets. Combining this data will be a significant undertaking and requires strong data governance. A valuable data set comes from the National Highway Transportation Safety Administration (NHTSA)’s National Center for Statistics and Analysis (NCSA): https://www.nhtsa.gov/research-data/national-center-statistics-and-analysisncsa.  This data could be used to ensure safety and save lives.  Some examples of potential outcomes include: • Data related to road design, driver demographics, weather, congestion and more to reveal the key factors in major car crashes. With these insights, USDOT and state DOTs can proactively take countermeasures to reduce congestion and improve public safety.  NCSA data would be a good starting point.   • Through better financial and cash flow analysis, state DOTs can gain insight into the timing of revenue streams and project expenditures. Better understanding of cash flow and fund management enabled one state to plan additional projects valued at hundreds of millions of dollars. • Winter storms can cripple the most efficient road systems. Using data and analysis, state DOTs can improve winter operations through real-time analysis of weather and road conditions, optimizing the deployment of key resources to return roads to full operation in a timely manner. "
"If the CDC and state health departments combined data on a common platform, this project would help drive insights relating to addiction treatment gaps. Submitted by: SAS Institute Inc..","Health. The common data language and common data platform between CDC and all state departments of health could be combined with social determinant data such as socio-economic, education, employment, Census and healthcare access data.  This combined data could be used to identify populations at risk and address numerous health problems through allocation of services. For example, to address the opioid epidemic, state health departments could combine claims data with other data sources such as geospatial data, department of corrections, department of transportation, etc. to create visualizations such as heat maps to better understand gaps in addiction treatment.  These gaps could be filled by recruiting more providers and pushing community outreach."
"It is important to use data in developing, tracking, and reporting program performance metrics. Submitted by: XML Community of Practice (xmlCoP).","By far the most important use case for using data to assist policy-makers is to develop, track, and report agency and program performance metrics to support evidence-based decision-making.  Agencies are already required by law (section 10 of GPRAMA) to do so.  The necessary first step is for them to comply with the law."
"If the government sets out to link the difference business identifiers in use by various agencies, it will help decrease business malfeasance in the US economy. Submitted by: Dun & Bradstreet, Inc.","U S E C A S E S
PREVENTING BUSINESS MALFEASANCE IN THE US ECONOMY
Formation over time of some 98 Million United States business entities i.e., corporation, limited liability corporation, trust, etc. are distributed across US Federal, State, Local and tribal-nations and was not constitutionally assigned to the US Federal Government. This distributed approach, and which differs materially from other markets, i.e., not centrally formed, curated; can enable inefficiencies including malfeasance and fraud.
This distributed approach has also led to the various parts of the US government to each create their own and unconnected “master data”. A goal should be set by the Federal government to be able to consistently discover, curate and connect all US business entities and across all agencies. Such goals would help to prevent business malfeasance and protect victims of business crimes and protect the US economy including consumers from higher prices to cover losses.
The Financial Action Task Force (FATF), of which the United states is a founding and active member puts out a set recommendations for each country relative to targeted actions to increase business entity transparency. While these recommendations include steps to target and prevent or detect things like money laundering, terrorist financing that would serve to also mitigate other general business fraud including various types e. g. business identity theft, bust-out fraud, payment fraud, insurance fraud, bid-rigging, healthcare fraud, as well as government impacting fraud i.e., tax evasion, public corruption etc.
 Facilitate transparency into a formed business, its operations, and lack of beneficial ownership to avoid fraud, waste and abuse
 Identify perpetrators in business to business malfeasance and fraud include
 Protect suppliers who write-off losses to general bad-debt;
 Protect from government losses due to lost business revenue tax;
 Prevent business identity theft to small and even large businesses who have their business identity stolen and used"
"If the government maintained a unique entity identifier, it would support improvements in public health. Submitted by: Dun & Bradstreet, Inc.","PROTECTING THE FOOD AND DRUG SUPPLY
Government’s mission includes responsibility for protecting the public health by ensuring the safety, efficacy, and security of human and veterinary drugs, biological products, and medical devices; and by ensuring the safety of our nation's food supply, cosmetics, and products that emit radiation.
Identifying, investigating and monitoring the regulated entities that manufacture, market, and distribute these products to protect the public health is critical. Having a unique entity identifier assigned to these entities allows global sharing of information on unique entities across multiple domestic and foreign regulatory agencies.
 Establishment of an electronic regulatory environment including master data management for food, drug and cosmetic processors and suppliers that are regulated by and must be registered with the government.
 Integrating information and data from disparate systems and business processes to ensure accuracy of data and a single source of truth
 Establishing business entity identities, assessing regulatory and product risk, determining a business entity’s involvement in regulated activities, and tracking product supply chains.
 Protecting public health by investigating and verifying global food and drug facilities
 Ensuring business compliance with food and drug safety regulations
 Flagging high risk food manufacturers, drug companies and other regulated entities"
"When facilitating the credit market for small businesses, enabling analytics can strengthen the nation's economy. Submitted by: Dun & Bradstreet, Inc.","SMALL BUSINESS GROWTH
Small business growth is largely dependent on access to capital – access to capital that government affords by guaranteeing over loans to small businesses. To ensure small business success, government aids, counsels, assists, and protects the interests of small business concerns. To ensure small business access to capital in order start, build, and grow businesses, government works with banks and other lending partners to guarantee loans for small businesses that cannot obtain reasonable credit in the conventional lending market. These programs are vital to preserving free competitive enterprise and strengthening the nation’s economy, creating and retaining jobs for workers, and supporting those who need capital the most – including minorities, women, veterans, and rural business owners.
 Enabling loan and lender monitoring systems with advanced analytic models, supporting business owners, improving small business viability, and strengthening the national economy.
 Conduct effective lender oversight and credit risk management of government lending partners that offer government backed credit
 Providing a robust set of current and historical data and forward-looking predictive analyses of lender portfolios and individual loans for over 3,800 lenders responsible for over $100 billion in loans
 Powering advanced analytics to integrate standard credit scores and develop customized analytic models to create a holistic view of portfolio risk in a single system
 Enable government to target deep-dive reviews on those lenders which represent the highest risk.
Deliver micro-level profiles on lender and loan-level demographic and segment factors, revealing trends that allow for hyper-customization of continually updated analytic models that adapt to the rapidly changing business environment."
